INFO 2024-08-21 22:16:59,560 autoreload Watching for file changes with StatReloader
DEBUG 2024-08-21 22:17:01,100 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\manager.py first seen with mtime 1712542632.7719102
DEBUG 2024-08-21 22:17:01,100 autoreload File D:\Anaconda\Lib\asyncio\windows_utils.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,101 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\views\decorators\csrf.py first seen with mtime 1712542633.060714
DEBUG 2024-08-21 22:17:01,101 autoreload File D:\Anaconda\Lib\email\quoprimime.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,102 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\conf\urls\__init__.py first seen with mtime 1712542628.698043
DEBUG 2024-08-21 22:17:01,102 autoreload File D:\Anaconda\Lib\_weakrefset.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,103 autoreload File D:\Anaconda\Lib\encodings\utf_8.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,103 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\functions\window.py first seen with mtime 1712542632.796967
DEBUG 2024-08-21 22:17:01,103 autoreload File D:\Anaconda\Lib\site-packages\charset_normalizer\utils.py first seen with mtime 1630003258.0
DEBUG 2024-08-21 22:17:01,104 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\forms\boundfield.py first seen with mtime 1712542632.8112032
DEBUG 2024-08-21 22:17:01,104 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\checks\caches.py first seen with mtime 1712542632.5680788
DEBUG 2024-08-21 22:17:01,105 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\fields\related_descriptors.py first seen with mtime 1712542632.786898
DEBUG 2024-08-21 22:17:01,105 autoreload File D:\Anaconda\Lib\site-packages\pytz\lazy.py first seen with mtime 1695132108.0
DEBUG 2024-08-21 22:17:01,105 autoreload File D:\Anaconda\Lib\ssl.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,106 autoreload File D:\Anaconda\Lib\site-packages\charset_normalizer\api.py first seen with mtime 1630003258.0
DEBUG 2024-08-21 22:17:01,106 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\cache\utils.py first seen with mtime 1712542632.5560904
DEBUG 2024-08-21 22:17:01,106 autoreload File D:\Anaconda\Lib\zipfile.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,107 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\staticfiles\management\__init__.py first seen with mtime 1712542632.5377114
DEBUG 2024-08-21 22:17:01,107 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\functions\math.py first seen with mtime 1712542632.7929358
DEBUG 2024-08-21 22:17:01,108 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\sqlparse\filters\aligned_indent.py first seen with mtime 1712133554.2357664
DEBUG 2024-08-21 22:17:01,108 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\urls\utils.py first seen with mtime 1712542632.9979873
DEBUG 2024-08-21 22:17:01,108 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1712542629.4405715
DEBUG 2024-08-21 22:17:01,108 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\cache\backends\base.py first seen with mtime 1712542632.5580661
DEBUG 2024-08-21 22:17:01,109 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\dispatch\__init__.py first seen with mtime 1712542632.8059676
DEBUG 2024-08-21 22:17:01,109 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\serializers\python.py first seen with mtime 1712542632.6612267
DEBUG 2024-08-21 22:17:01,109 autoreload File D:\Anaconda\Lib\site-packages\bcrypt\__about__.py first seen with mtime 1676435206.0
DEBUG 2024-08-21 22:17:01,110 autoreload File D:\Anaconda\Lib\site-packages\docutils\readers\__init__.py first seen with mtime 1676428113.0
DEBUG 2024-08-21 22:17:01,110 autoreload File D:\Anaconda\Lib\textwrap.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,110 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\termcolors.py first seen with mtime 1712542633.035099
DEBUG 2024-08-21 22:17:01,111 autoreload File D:\Anaconda\Lib\re\_parser.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,111 autoreload File D:\Anaconda\Lib\html\parser.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,112 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\staticfiles\__init__.py first seen with mtime 1712542632.5267122
DEBUG 2024-08-21 22:17:01,112 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\version.py first seen with mtime 1712542633.041135
DEBUG 2024-08-21 22:17:01,112 autoreload File D:\Anaconda\Lib\site-packages\requests\__version__.py first seen with mtime 1690400596.0
DEBUG 2024-08-21 22:17:01,113 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\messages\storage\__init__.py first seen with mtime 1712542631.4357572
DEBUG 2024-08-21 22:17:01,113 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\files\storage\__init__.py first seen with mtime 1712542632.593733
DEBUG 2024-08-21 22:17:01,114 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\auth\backends.py first seen with mtime 1712542629.7449245
DEBUG 2024-08-21 22:17:01,114 autoreload File D:\Anaconda\Lib\site-packages\yaml\resolver.py first seen with mtime 1676432529.0
DEBUG 2024-08-21 22:17:01,114 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\checks\security\csrf.py first seen with mtime 1712542632.5816834
DEBUG 2024-08-21 22:17:01,115 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\http\__init__.py first seen with mtime 1712542632.9276066
DEBUG 2024-08-21 22:17:01,115 autoreload File D:\Anaconda\Lib\selectors.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,115 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\dispatch\dispatcher.py first seen with mtime 1712542632.8069677
DEBUG 2024-08-21 22:17:01,116 autoreload File D:\Anaconda\Lib\site-packages\chardet\sbcsgroupprober.py first seen with mtime 1676436166.0
DEBUG 2024-08-21 22:17:01,117 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\backends\base\operations.py first seen with mtime 1712542632.6825962
DEBUG 2024-08-21 22:17:01,117 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1712542631.958877
DEBUG 2024-08-21 22:17:01,117 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\signals.py first seen with mtime 1712542632.5510404
DEBUG 2024-08-21 22:17:01,118 autoreload File D:\Anaconda\Lib\pkgutil.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,118 autoreload File D:\Anaconda\Lib\warnings.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,118 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\pymysql\converters.py first seen with mtime 1714355564.9327886
DEBUG 2024-08-21 22:17:01,119 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\backends\signals.py first seen with mtime 1712542632.6722245
DEBUG 2024-08-21 22:17:01,119 autoreload File D:\Anaconda\Lib\site-packages\requests\structures.py first seen with mtime 1690400596.0
DEBUG 2024-08-21 22:17:01,119 autoreload File D:\Anaconda\Lib\logging\config.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,119 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\fields\files.py first seen with mtime 1712542632.7799096
DEBUG 2024-08-21 22:17:01,120 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\http\cookie.py first seen with mtime 1712542632.9286065
DEBUG 2024-08-21 22:17:01,120 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\views\decorators\cache.py first seen with mtime 1712542633.0570633
DEBUG 2024-08-21 22:17:01,120 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\query.py first seen with mtime 1712542632.7739103
DEBUG 2024-08-21 22:17:01,120 autoreload File D:\Anaconda\Lib\site-packages\docutils\parsers\rst\languages\__init__.py first seen with mtime 1676428113.0
DEBUG 2024-08-21 22:17:01,121 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\backends\mysql\base.py first seen with mtime 1712542632.691224
DEBUG 2024-08-21 22:17:01,121 autoreload File D:\Anaconda\Lib\site-packages\charset_normalizer\constant.py first seen with mtime 1630003258.0
DEBUG 2024-08-21 22:17:01,122 autoreload File D:\Anaconda\Lib\site-packages\charset_normalizer\__init__.py first seen with mtime 1630003258.0
DEBUG 2024-08-21 22:17:01,122 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\sessions\apps.py first seen with mtime 1712542631.9528773
DEBUG 2024-08-21 22:17:01,122 autoreload File D:\Anaconda\Lib\email\parser.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,122 autoreload File D:\Anaconda\Lib\site-packages\pygments\lexer.py first seen with mtime 1684280248.0
DEBUG 2024-08-21 22:17:01,123 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\files\base.py first seen with mtime 1712542632.5846965
DEBUG 2024-08-21 22:17:01,123 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\migrations\operations\special.py first seen with mtime 1712542632.7589111
DEBUG 2024-08-21 22:17:01,123 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\auth\decorators.py first seen with mtime 1712542629.7499466
DEBUG 2024-08-21 22:17:01,123 autoreload File D:\Anaconda\Lib\site-packages\charset_normalizer\assets\__init__.py first seen with mtime 1630003258.0
DEBUG 2024-08-21 22:17:01,124 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\corsheaders\checks.py first seen with mtime 1714130969.4993382
DEBUG 2024-08-21 22:17:01,124 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\urls\__init__.py first seen with mtime 1712542632.990741
DEBUG 2024-08-21 22:17:01,124 autoreload File D:\Anaconda\Lib\site-packages\urllib3\util\wait.py first seen with mtime 1686163281.0
DEBUG 2024-08-21 22:17:01,124 autoreload File D:\Desktop\学校\大二下\软工\SEGroup6\猫猫就诊\Project\django\backend\__init__.py first seen with mtime 1724244056.942487
DEBUG 2024-08-21 22:17:01,125 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\constraints.py first seen with mtime 1712542632.7649102
DEBUG 2024-08-21 22:17:01,125 autoreload File D:\Anaconda\Lib\site-packages\markdown\blockparser.py first seen with mtime 1676437941.0
DEBUG 2024-08-21 22:17:01,125 autoreload File D:\Anaconda\Lib\tokenize.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,125 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\admin\actions.py first seen with mtime 1712542628.7033052
DEBUG 2024-08-21 22:17:01,126 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\admin\helpers.py first seen with mtime 1712542628.7109487
DEBUG 2024-08-21 22:17:01,126 autoreload File D:\Anaconda\Lib\site-packages\_distutils_hack\__init__.py first seen with mtime 1687189957.0
DEBUG 2024-08-21 22:17:01,126 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\corsheaders\conf.py first seen with mtime 1714130969.4993382
DEBUG 2024-08-21 22:17:01,126 autoreload File D:\Anaconda\Lib\opcode.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,127 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\sqlparse\cli.py first seen with mtime 1712133554.2217655
DEBUG 2024-08-21 22:17:01,127 autoreload File D:\Anaconda\Lib\string.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,127 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\translation\reloader.py first seen with mtime 1712542633.0451236
DEBUG 2024-08-21 22:17:01,128 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\migrations\operations\__init__.py first seen with mtime 1712542632.7549117
DEBUG 2024-08-21 22:17:01,128 autoreload File D:\Anaconda\Lib\asyncio\runners.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,129 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\decorators.py first seen with mtime 1712542633.0136
DEBUG 2024-08-21 22:17:01,129 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\pymysql\optionfile.py first seen with mtime 1714355564.9327886
DEBUG 2024-08-21 22:17:01,129 autoreload File D:\Anaconda\Lib\token.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,129 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\admin\checks.py first seen with mtime 1712542628.705318
DEBUG 2024-08-21 22:17:01,130 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\postgres\forms\hstore.py first seen with mtime 1712542631.4777365
DEBUG 2024-08-21 22:17:01,130 autoreload File D:\Anaconda\Lib\types.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,130 autoreload File D:\Anaconda\Lib\nturl2path.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,130 autoreload File D:\Anaconda\Lib\site-packages\chardet\version.py first seen with mtime 1676436166.0
DEBUG 2024-08-21 22:17:01,130 autoreload File D:\Anaconda\Lib\site-packages\brotli\_brotli.pyd first seen with mtime 1676425609.0
DEBUG 2024-08-21 22:17:01,131 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\sites\__init__.py first seen with mtime 1712542632.250412
DEBUG 2024-08-21 22:17:01,131 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\models\sql\subqueries.py first seen with mtime 1712542632.8039672
DEBUG 2024-08-21 22:17:01,131 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\inspect.py first seen with mtime 1712542633.0246012
DEBUG 2024-08-21 22:17:01,132 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\apps\__init__.py first seen with mtime 1712542628.2487085
DEBUG 2024-08-21 22:17:01,132 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\contrib\sessions\models.py first seen with mtime 1712542631.9578779
DEBUG 2024-08-21 22:17:01,132 autoreload File D:\Anaconda\Lib\site-packages\urllib3\util\queue.py first seen with mtime 1686163281.0
DEBUG 2024-08-21 22:17:01,132 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\rest_framework\__init__.py first seen with mtime 1714200333.2384222
DEBUG 2024-08-21 22:17:01,133 autoreload File D:\Anaconda\Lib\site-packages\socks.py first seen with mtime 1676426017.0
DEBUG 2024-08-21 22:17:01,133 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\core\checks\translation.py first seen with mtime 1712542632.5756836
DEBUG 2024-08-21 22:17:01,133 autoreload File D:\Anaconda\Lib\collections\__init__.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,134 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\template\loaders\app_directories.py first seen with mtime 1712542632.9677608
DEBUG 2024-08-21 22:17:01,134 autoreload File D:\Anaconda\Lib\site-packages\cryptography\hazmat\primitives\serialization\__init__.py first seen with mtime 1694444676.0
DEBUG 2024-08-21 22:17:01,134 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\db\backends\mysql\client.py first seen with mtime 1712542632.693229
DEBUG 2024-08-21 22:17:01,134 autoreload File C:\Users\86159\AppData\Roaming\Python\Python311\site-packages\django\utils\lorem_ipsum.py first seen with mtime 1712542633.0301225
DEBUG 2024-08-21 22:17:01,135 autoreload File D:\Anaconda\Lib\asyncio\mixins.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,135 autoreload File D:\Anaconda\Lib\re\_constants.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,135 autoreload File D:\Anaconda\Lib\difflib.py first seen with mtime 1692878958.0
DEBUG 2024-08-21 22:17:01,135 autoreload File D:\Anaconda\Lib\xml\etree\ElementPath.py first seen with mtime 1692878958.0
